Tweet,Etiket,cleaned_tweet
HDP'li Gülüm: Suriyeli çocuk sığınmacı Muhammed Reso'nun El Nusra’ya teslim edildiği doğru mu? https://t.co/QLi0rCJ8v7,hiçbiri,hdp li gülüm suriyeli çocuk sığınmacı muhammed reso nun el nusra teslim edildiği doğru
"Aynen ben de, aynı şeyi yapıyorum. Mesela dün dayım ve yengem 'Afganlar, Suriyeliler ülkeyi mahvetti. Dün bir çocuğa Suriyeli tecavüz etti. Bunlar ülkeden def olmalı falan diyordu.'Yemekteydik,sofrayı bıraktım, arkama bakmadan koşa koşa evlerinden kaçtım. Yoksa fena patlayacaktım https://t.co/AbzXPBSZFi",nefret,aynen ben aynı şeyi yapıyorum mesela dün dayım yengem afganlar suriyeliler ülkeyi mahvetti dün bir çocuğa suriyeli tecavüz etti bunlar ülkeden def olmalı falan diyordu yemekteydik sofrayı bıraktım arkama bakmadan koşa koşa evlerinden kaçtım yoksa fena patlayacaktım
"İstismara uğrayan kız çocukları istismar edenle evlenmeye zorlanıyor.
Bunu kabul etmeyen çocuklar intihara sürükleniyor.Çocuk evliliği,
ensest vakaları ciddi boyutlara ulaşmış..
Evlendirilen çocukların çocuk doğurması bekleniyor..
İstismar edilen Suriyeli çocuklar kuma veriliyor.",hiçbiri,i̇stismara uğrayan kız çocukları istismar edenle evlenmeye zorlanıyor bunu kabul etmeyen çocuklar intihara sürükleniyor çocuk evliliği ensest vakaları ciddi boyutlara ulaşmış evlendirilen çocukların çocuk doğurması bekleniyor i̇stismar edilen suriyeli çocuklar kuma veriliyor
Ya bu suriyeli haramiler herşeyi çalar  #ÜçlüBeşiktaşınÜçünBiriGsnin,nefret,suriyeli haramiler herşeyi çalar
"Suriyeli ile eşit yaratıldığını düşünenler,çıkacak bir savaşta onlar gibi kaçacak olanlardır.
Hattâ bu yazıyı okuduklarında, “yok canım ne kaçması” diyecek olanlardır. 
“Diyelim kaçmayacaksın, ama onlar kaçtı.
Nasıl eşitsiniz?” https://t.co/a5b8bwpwI3",nefret,suriyeli eşit yaratıldığını düşünenler çıkacak bir savaşta onlar kaçacak olanlardır hatt yazıyı okuduklarında yok canım kaçması diyecek olanlardır diyelim kaçmayacaksın onlar kaçtı eşitsiniz
Türkiye'nin Suriyelileri adanalılardır. Kime sorsam ya Adanalı ya da Suriyeli,nefret,türkiye nin suriyelileri adanalılardır kime sorsam adanalı suriyeli
demek daha fazla suriyeli gelecek he devletimiz sınır kapılarını kapatmamış mıydı aq https://t.co/OE4SDqy5sP,saldırgan,demek fazla suriyeli gelecek he devletimiz sınır kapılarını kapatmamış mıydı aq
DAVULCULARIN YERİNİ SURİYELİ ORKESTRACILAR ALDI https://t.co/LZ6GqXoqc6,hiçbiri,davulcularin yeri̇ni̇ suri̇yeli̇ orkestracilar aldi
Aynı Vahdettin'in kaçtığı bu sefer Amerikan filosuna bindirip göndereceğiz. Bu ülke sizin gibi din simsarlari yüzünden 4.5 Milyon'dan fazla Suriyeli ve min 3 Milyon'dan fazla işsiz gence sahip.,hiçbiri,aynı vahdettin in kaçtığı sefer amerikan filosuna bindirip göndereceğiz ülke sizin din simsarlari yüzünden 4 5 milyon dan fazla suriyeli min 3 milyon dan fazla işsiz gence sahip
"#BirKezOlsunTepkiKoyun
İlk Önce Suriyeli
SONRA İSE TÜRK OLUYOR https://t.co/v2KRB0Z5bp",hiçbiri,i̇lk önce suriyeli sonra i̇se t rk oluyor
Bu hayatta şansımız olsa zaten suriyeli dogardık 👌🏻,nefret,hayatta şansımız olsa zaten suriyeli dogardık
"Suriyeli takıntım Yok lakin , hani hep onlar bizimdir diyolarya , madem öyle o zaman onların silah tutan erlerini gönderelim Suriye’ye savaşsınlar , dönerlerse bizimdir dönmezlerse zaten hiç bizim olmamışlardır ...",nefret,suriyeli takıntım yok lakin hani onlar bizimdir diyolarya madem öyle zaman onların silah tutan erlerini gönderelim suriye ye savaşsınlar dönerlerse bizimdir dönmezlerse zaten bizim olmamışlardır
"Suriye’liler için meydanlarda bağıra bağıra övüne övüne ‘Suriyeli kardeşlerimiz için 35 milyar dolar aktardık, ama AB sözünde durmadı’ diye attığınız nutukları da unutmadım. Tarihten, gerçekten kimse kaçamaz.",hiçbiri,suriye liler meydanlarda bağıra bağıra övüne övüne suriyeli kardeşlerimiz 35 milyar dolar aktardık ab sözünde durmadı attığınız nutukları unutmadım tarihten gerçekten kimse kaçamaz
"Dün sıfır arabamla, Konak, Alsancak bir gezeyim dedim.
Her taraf Suriyeli...
İmam bir arkadaşa sordum,
""Din kardeşleriniz camiiye geliyorlar mı?""
""Sen geliyor musun ki onlar gelsin"" deyip laf çakmaya kalktı.
Hoca bu durur mu:
""Lan onlarla sen din kardeşisin, ben değilim ki..!😂😂 https://t.co/mtIXADuxUF",nefret,dün sıfır arabamla konak alsancak bir gezeyim dedim taraf suriyeli i̇mam bir arkadaşa sordum din kardeşleriniz camiiye geliyorlar sen geliyor musun onlar gelsin deyip laf çakmaya kalktı hoca durur lan onlarla sen din kardeşisin ben değilim
"Suriye de Suriye li lerle savaşan 
Ülkemizde  Suriyeli şerefsizleri 
Besleyen 
Tek 
Manyak 
Ülkeyiz
#suriyelileriistemiyoruz",nefret,suriye suriye li lerle savaşan lkemizde suriyeli şerefsizleri besleyen tek manyak lkeyiz
"#Bu #millet,
5 milyon Suriyeli sürüsünün ülkeye doldurulmasının @Ahmet_Davutoglu nun eseri olduğunu öğrendiğinde ❗ https://t.co/bjl5eHDoZj",nefret,5 milyon suriyeli sürüsünün ülkeye doldurulmasının nun eseri olduğunu öğrendiğinde
Dün okulda bi çocuģa sürü gibi suriyeliler çullanmış tekme tokat dalmışlar bugün öģretmen demiş kim gördü olayı benimki atlamış ben gördüm yaz kim kim vardı demiş bu da teek tek yazmış suriyeli biri demiş beni yazarsan bitersin anne en üste onu yazdm diyo.,nefret,dün okulda bi çocu a sürü suriyeliler çullanmış tekme tokat dalmışlar bugün ö retmen demiş gördü olayı benimki atlamış ben gördüm yaz vardı demiş teek tek yazmış suriyeli demiş beni yazarsan bitersin anne üste onu yazdm diyo
Reis bize de burs vermen için illa suriyeli mi olalımmmmmmmmmm,hiçbiri,real bize bur vermen illa suriyeli mi olalımmmmmmmmmm
"tez çalışma konusu suriyeli mülteciler olan kişi/lere ulaşmam gerek... şunu elden ele dolaştırabilir miyiz, tşklr.",hiçbiri,tez çalışma konusu suriyeli mülteciler olan kişi lere ulaşmam gerek şunu elden ele dolaştırabilir miyiz tşklr
Bir köye Suriyeli bir kadın gelir o köy ilk defa bır Suriyeli insan görecekler. Köyün erkekleri kahve önünde toplanır ve kadın gelir yaşlı iki evli insanı bakmak icin. Köyün erkekleri ilk cümlesi dulmuş kadın.. önce kendi Zihniyetimizi yargılamak gerek,hiçbiri,bir köye suriyeli bir kadın gelir köy ilk bır suriyeli insan görecekler köyün erkekleri kahve önünde toplanır kadın gelir yaşlı iki evli insanı bakmak icin köyün erkekleri ilk cümlesi dulmuş kadın önce kendi zihniyetimizi yargılamak gerek
Yok mu şöyle hadım edilecek bi Suriyeli sinirim anca öyle geçer,nefret,yok şöyle hadım edilecek bi suriyeli sinirim anca öyle geçer
"Fakirlik :(
ülkemin güzel insanları canlar can,  sen bunları doyur bak ev ver kıyafet ver aş ver,,,    suriyeli hayinlere bakacağına... https://t.co/vcQR5xDxn6",nefret,fakirlik ülkemin güzel insanları canlar can sen bunları doyur bak ev ver kıyafet ver aş ver suriyeli hayinlere bakacağına
"Suriyeli ""Bazı"" Araplar bayrağımızı yakmış nankörlük etmişler...

Medine müdafiisi atamız Fahreddin Paşa ve askerlerini aç bırakarak çekirge yemek zorunda bırakanlar,
Marslılar değildi herhalde...

Tarihten ibret almayan ibret olur...",nefret,suriyeli araplar bayrağımızı yakmış nankörlük etmişler medine müdafiisi atamız fahreddin paşa askerlerini aç bırakarak çekirge yemek zorunda bırakanlar marslılar değildi herhalde tarihten ibret almayan ibret olur
Sıkıntı yok  5 milyon suriyeli var boşamı besleniyor onlar? https://t.co/fhB11vh4Bk,nefret,sıkıntı yok 5 milyon suriyeli var boşamı besleniyor onlar
Yok TC kızları TC erkekleri bilmem ne.. hiçbir ülke istemio bizi suriyeli eş istemiyosanız kendi uyruğumuzun karşı cinsini kabullenmek zorundasınız anladnz mı,hiçbiri,yok tc kızları tc erkekleri bilmem hiçbir ülke istemio bizi suriyeli eş istemiyosanız kendi uyruğumuzun karşı cinsini kabullenmek zorundasınız anladnz
"📜 BUNLARI BİLİYOR MUSUNUZ?

Türkiye'de yaklaşık 3 milyon 648 bin 750 Suriyeli sığınmacı bulunmaktadır.

2011yılından itibaren Türkiye'de 450 binin üzerinde Suriyeli çocuk dünyaya gelmiştir.

#SuriyeÇalışmaGrubu https://t.co/bJfj4M3lEq",hiçbiri,bunlari bi̇li̇yor musunuz türkiye yaklaşık 3 milyon 648 bin 750 suriyeli sığınmacı bulunmaktadır 2011yılından itibaren türkiye 450 binin üzerinde suriyeli çocuk dünyaya gelmiştir
suriyeli istemiyoruz,nefret,suriyeli istemiyoruz
"Ülkemde suriyeli, hayatımda orospu çocuğu #istemiyorum",nefret,lkemde suriyeli hayatımda orospu çocuğu
"HDP ye , tecavüzcülere, vatana ihanet edenlere, Suriyeli mültecilere, zamlara, işsizliğe, beyin göçüne ve daha sayamadıklarımıza #BirKezOlsunTepkiKoyun",nefret,hdp ye tecavüzcülere vatana ihanet edenlere suriyeli mültecilere zamlara işsizliğe beyin göçüne sayamadıklarımıza
Suriyeli asik oldu bana 😁,hiçbiri,suriyeli asik oldu bana
"Bu doktorları bu yeni açılan Yazbee sitesine mi gönderelim ne yapalım. On tane Türk'ün içinde arapça konuşan iki Suriyeli gibiler aynı, bişey de anlamıyoruz.",hiçbiri,doktorları yeni açılan yazbee sitesine mi gönderelim yapalım on tane türk ün içinde arapça konuşan iki suriyeli gibiler aynı bişey anlamıyoruz
"Ülkeye bak arkadaş!
Ya zam geliyor ya Suriyeli...",nefret,lkeye bak arkadaş zam geliyor suriyeli
"liberal, suriyeli ve bdsm'ciyim bilseniz de olur https://t.co/ScUYnW55eB",hiçbiri,liberal suriyeli bdsm ciyim bilseniz olur
Suriyeli  bi kıza aşık oldum evlenirsem düğün rakka da beklerim,hiçbiri,suriyeli bi kıza aşık oldum evlenirsem düğün rakka beklerim
Suriyeli sevgili yapıcam en azından gitmiyorlar amk,nefret,suriyeli sevgili yapıcam azından gitmiyorlar amk
Annem Suriyeli bi çocuğa önce iki yumarta demeyi öğretti sonra markete almaya gönderdi sıfır şaka,hiçbiri,annem suriyeli bi çocuğa önce iki yumarta demeyi öğretti sonra markete almaya gönderdi sıfır şaka
Suriyeli bi talibim varsa açılabilir en azından gitmezsin mutlu mesut yaşarız,hiçbiri,suriyeli bi talibim varsa açılabilir azından gitmezsin mutlu mesut yaşarız
Bir tokatlıyorsun fetöcü bir tokat daha suriyeli bir tokat daha pizzacı bir tokat daha beyoğlu yosması bir tokat daha ultravesti bir tokat daha suçuk ekmekçi elemanlarda o kadar fazla lakap var ki hangi biriyle hitap edeceksin ..,nefret,bir tokatlıyorsun fetöcü bir tokat suriyeli bir tokat pizzacı bir tokat beyoğlu yosması bir tokat ultravesti bir tokat suçuk ekmekçi elemanlarda kadar fazla lakap var hangi biriyle hitap edeceksin
"Hayır, Suriyeli değil bu çocuk işçi, müsterih olun! https://t.co/YNVsfCyQRH",hiçbiri,hayır suriyeli değil çocuk işçi müsterih olun
Suriyeli değiliz https://t.co/d77IwEEGj5,hiçbiri,suriyeli değiliz
"Kıyametin kopması için daha ne lazım Allah'ım !!

•20 ayda bin 216 çocuk cinsel istismara maruz kaldı.

•İstismarcısıyla evlenmeye zorlanan kız çocukları intihara sürükleniyor.

•Suriyeli çocuklar, istismarcıya para karşılığı ikinci eş olarak veriliyor.
https://t.co/dQZJLPQSvO",hiçbiri,kıyametin kopması lazım allah ım 20 ayda bin 216 çocuk cinsel istismara maruz kaldı i̇stismarcısıyla evlenmeye zorlanan kız çocukları intihara sürükleniyor suriyeli çocuklar istismarcıya para karşılığı ikinci eş olarak veriliyor
"Suriyeli milletvekili Shebabi: 

”Türkiye halkını düşman olarak görmediğimizin bilinmesini isterim. Ancak Erdoğan ve onun partisi AKP, 8 yıldır ülkemizde terörizmi destekliyor’’",hiçbiri,suriyeli milletvekili shebabi türkiye halkını düşman olarak görmediğimizin bilinmesini isterim ancak erdoğan onun partisi akp 8 yıldır ülkemizde terörizmi destekliyor
Biz türk toprağında türke yan gözle bakan bizi alt etmeye çalışan suriyeli görmek istemiyoruz onların burada kalmasına izin verenler ülkeye ihanet içerisinde olunmasına sebep oluyor #suriyeliistemiyoruz #uelkemdesuriyeliistemiyorum,nefret,türk toprağında türke yan gözle bakan bizi alt etmeye çalışan suriyeli görmek istemiyoruz onların burada kalmasına izin verenler ülkeye ihanet içerisinde olunmasına sebep oluyor
Mustafa Cengiz : İlk suriyeli benim...,hiçbiri,mustafa cengiz i̇lk suriyeli benim
"On binlerce Suriyeli gelebilir
Bugüne kadarki en büyük toplu göç dalgası!
https://t.co/WTfd7OIrhO https://t.co/Sxx352mbbm",hiçbiri,on binlerce suriyeli gelebilir bugüne kadarki büyük toplu göç dalgası
"*Aynaya bakılır*

Oha suriyeli gibiyim
 
*Sakallar kesilir*

Tebrikler iyi bok yediniz artık sekiz yaşındasınız

*Bir kaç hafta sonra tekrar edilir*",nefret,aynaya bakılır oha suriyeli gibiyim sakallar kesilir tebrikler iyi bok yediniz artık sekiz yaşındasınız bir kaç hafta sonra tekrar edilir
"Plot olmayan twist, suriyeli mülteciyle iyi anlaştım ama arabasında son ses mevlit dinlediği ve çekirdek yiyip kabuklarını attığı için bff olamadık. Lakin 33 erkeğin çalıştığı ortamda tek kadındım, işimi ciddiye alıyordum, kendileri mesai saatinde maç izleyip el çırpıyordu.",hiçbiri,plot olmayan twist suriyeli mülteciyle iyi anlaştım arabasında son s mevlit dinlediği çekirdek yiyip kabuklarını attığı bff olamadık lakin 33 erkeğin çalıştığı ortamda tek kadındım işimi ciddiye alıyordum kendileri mesai saatinde maç izleyip el çırpıyordu
güneyli amerikan aksanımı bayağı geliştirdim keşke bahçem olsaydı da pompalıyla suriyeli kovsaydım,nefret,güneyli amerikan aksanımı bayağı geliştirdim keşke bahçem olsaydı pompalıyla suriyeli kovsaydım
Şanlıurfa Valiliğine Suriyeli akını! https://t.co/I9vPt1cv5b,hiçbiri,şanlıurfa valiliğine suriyeli akını
Abd sinirinda gocmenlerin hele de cocuklarin yasadiklari drami yurek kaldirmiyor. Ama TRde oturup cocuklarini abd vatandasi yapmis eve ‘suriyeli hizmetci’🤬 diye aldiklari cocuklari hamile birakmis kisilerin abd sinirindaki cocuklara uzulebilecegine inanamiyorum.,hiçbiri,abd sinirinda gocmenlerin hele cocuklarin yasadiklari drami yurek kaldirmiyor trde oturup cocuklarini abd vatandasi yapmis eve suriyeli hizmetci aldiklari cocuklari hamile birakmis kisilerin abd sinirindaki cocuklara uzulebilecegine inanamiyorum
Ülkeye bak anasını satıyım ya zam geliyo ya da Suriyeli,nefret,lkeye bak anasını satıyım zam geliyo suriyeli
"Yüzbinlerce Suriyeli ölmez, nüfusun dörtte biri ülke dışına çıkmaz, dörtte biri ise ülke içinde yer değiştirmek zorunda kalmazdı.",hiçbiri,yüzbinlerce suriyeli ölmez nüfusun dörtte ülke dışına çıkmaz dörtte ülke içinde yer değiştirmek zorunda kalmazdı
Asker uğurlama kutlamaları çok güzel ama silahlar patladığında korkunun boyutu farklılışaıyor belki kurusıkı ama keşke olmasa! Suriyeli komşumun küçük oğlu korkudan kendini sokağa attı ve arabaların altına saklandı bu nasıl bir korku biz anlayamayız ama o küçücük çocuklar yaşadı!,hiçbiri,asker uğurlama kutlamaları güzel silahlar patladığında korkunun boyutu farklılışaıyor kurusıkı keşke olmasa suriyeli komşumun küçük oğlu korkudan kendini sokağa attı arabaların altına saklandı bir korku anlayamayız küçücük çocuklar yaşadı
"Lan oğlum Fransız mısınız, Suriyeli misiniz,,yoksa Yunan mısınız.? Malum onlar da bizim herşeyimizi sahipleniyor... #ÜçlüBeşiktaşınÜçünBiriGsnin",nefret,lan oğlum fransız mısınız suriyeli misiniz yoksa yunan mısınız malum onlar bizim herşeyimizi sahipleniyor
"Bu senenin sinekleride 
Lambalarda bekleyen suriyeli gibi 
Amacına ulaşmadan gitmiyorlar 🙄🙄",nefret,senenin sinekleride lambalarda bekleyen suriyeli amacına ulaşmadan gitmiyorlar
"Eski Türkiye=  3/4 su
Yeni Türkiye=  3/4 suriyeli",nefret,eski türkiye 3 4 su yeni türkiye 3 4 suriyeli
"Toplamı 40-50 kişi olan Suriyeli gruplar kavga ediyor, bir motorda iki polis müdahaleye geliyor. Mahalleli bıktık usandık şu binadakilerden diye polise serzenişte bulunuyor. Polisin cevabı müdahale edemeyiz, Valiliğe şikayetinizi bildirin.",nefret,toplamı 40 50 kişi olan suriyeli gruplar kavga ediyor bir motorda iki polis müdahaleye geliyor mahalleli bıktık usandık binadakilerden polise serzenişte bulunuyor polisin cevabı müdahale edemeyiz valiliğe şikayetinizi bildirin
Masterchefe önümüzdeki sezon suriyeli taklidi yaparak girme fikri...,hiçbiri,masterchefe önümüzdeki sezon suriyeli taklidi yaparak girme fikri
Bu gidişle sanırım suriyeli biriyle evlenicem,hiçbiri,gidişle sanırım suriyeli biriyle evlenicem
Suriyeli'ler ve damatlarda var tabi. https://t.co/oJd7taQWOj,hiçbiri,suriyeli ler damatlarda var tabi
"asıl tehlike SURİYELİ değil AFGANLARDIR

SURİYELİLER patır patır SİKİŞİYOR valla gördüğünüz üzere etraf suriyeli bebe kaynıyor..

peki ya AFGANLAR??? 

ya sikişmiyorlar , YA DA BİRBİRLERİNİ GÖTTEN SİKİYORLAR!!! 

GAY SEKSE HAYIR!!!",nefret,asıl tehlike suri̇yeli̇ değil afganlardir suri̇yeli̇ler patır patır si̇ki̇şi̇yor valla gördüğünüz üzere etraf suriyeli bebe kaynıyor peki afganlar sikişmiyorlar bi̇rbi̇rleri̇ni̇ götten si̇ki̇yorlar gay sekse hayir
Mübadele göçmenlerini Suriyeli mülteciler ile kıyaslandığından beridir Yusuf Kaplan görünce tüylerim diken diken oluyor... tam bir sörfçü rüzgarı hep arkadan esiyor . #tuerkiyeninnabzi,hiçbiri,mübadele göçmenlerini suriyeli mülteciler kıyaslandığından beridir yusuf kaplan görünce tüylerim diken diken oluyor tam bir sörfçü rüzgarı arkadan esiyor
"Eyyyy AKP seçmeni !
Buyurun Suriyeli kardeşleriniz... 
Sizinkiler (AKP + RTE) verdikçe onlar daha çok istiyor ! Siz verdikçe onlar daha fazlasını istemeye devam edecek ! https://t.co/xYElyTMwkr",nefret,eyyyy akp seçmeni buyurun suriyeli kardeşleriniz sizinkiler akp rte verdikçe onlar istiyor verdikçe onlar fazlasını istemeye devam edecek
Ülkeyi yönetenler arap çocuğu için sümukleri ile ağlar ama ülkemizde ki çocuk istismarına tecavüzüne sessiz  kalır çünkü bu pisliği yapanları @Akparti @ailevecalisma @tcmeb @diyanetbasin @TC_icisleri koruyor besliyor çoğu suriyeli  ahlakı olup istifa eden yok https://t.co/aaZsandigY,nefret,lkeyi yönetenler arap çocuğu sümukleri ağlar ülkemizde çocuk istismarına tecavüzüne sessiz kalır pisliği yapanları koruyor besliyor çoğu suriyeli ahlakı olup istifa eden yok
