,Unnamed: 0,Unnamed: 1,SON ETİKET,Unnamed: 3
137,Row1707,Abd sinirinda gocmenlerin hele de cocuklarin yasadiklari drami yurek kaldirmiyor. Ama TRde oturup cocuklarini abd vatandasi yapmis eve ‘suriyeli hizmetci’🤬 diye aldiklari cocuklari hamile birakmis kisilerin abd sinirindaki cocuklara uzulebilecegine inanamiyorum.,hiçbiri,
138,Row1712,Ülkeye bak anasını satıyım ya zam geliyo ya da Suriyeli,nefret,etnik
139,Row1718,"Yüzbinlerce Suriyeli ölmez, nüfusun dörtte biri ülke dışına çıkmaz, dörtte biri ise ülke içinde yer değiştirmek zorunda kalmazdı.",hiçbiri,
140,Row1725,Asker uğurlama kutlamaları çok güzel ama silahlar patladığında korkunun boyutu farklılışaıyor belki kurusıkı ama keşke olmasa! Suriyeli komşumun küçük oğlu korkudan kendini sokağa attı ve arabaların altına saklandı bu nasıl bir korku biz anlayamayız ama o küçücük çocuklar yaşadı!,hiçbiri,
141,Row1733,"Lan oğlum Fransız mısınız, Suriyeli misiniz,,yoksa Yunan mısınız.? Malum onlar da bizim herşeyimizi sahipleniyor... #ÜçlüBeşiktaşınÜçünBiriGsnin",nefret,etnik
142,Row1745,"Bu senenin sinekleride 
Lambalarda bekleyen suriyeli gibi 
Amacına ulaşmadan gitmiyorlar 🙄🙄",nefret,etnik
143,Row1749,"Eski Türkiye=  3/4 su
Yeni Türkiye=  3/4 suriyeli",nefret,etnik
144,Row1764,"Toplamı 40-50 kişi olan Suriyeli gruplar kavga ediyor, bir motorda iki polis müdahaleye geliyor. Mahalleli bıktık usandık şu binadakilerden diye polise serzenişte bulunuyor. Polisin cevabı müdahale edemeyiz, Valiliğe şikayetinizi bildirin.",nefret,etnik
145,Row1779,Masterchefe önümüzdeki sezon suriyeli taklidi yaparak girme fikri...,hiçbiri,
146,Row1789,Bu gidişle sanırım suriyeli biriyle evlenicem,hiçbiri,
147,Row1792,Suriyeli'ler ve damatlarda var tabi. https://t.co/oJd7taQWOj,hiçbiri,
148,Row1800,"asıl tehlike SURİYELİ değil AFGANLARDIR

SURİYELİLER patır patır SİKİŞİYOR valla gördüğünüz üzere etraf suriyeli bebe kaynıyor..

peki ya AFGANLAR??? 

ya sikişmiyorlar , YA DA BİRBİRLERİNİ GÖTTEN SİKİYORLAR!!! 

GAY SEKSE HAYIR!!!",nefret,etnik
149,Row1802,Mübadele göçmenlerini Suriyeli mülteciler ile kıyaslandığından beridir Yusuf Kaplan görünce tüylerim diken diken oluyor... tam bir sörfçü rüzgarı hep arkadan esiyor . #tuerkiyeninnabzi,hiçbiri,
150,Row1809,"Eyyyy AKP seçmeni !
Buyurun Suriyeli kardeşleriniz... 
Sizinkiler (AKP + RTE) verdikçe onlar daha çok istiyor ! Siz verdikçe onlar daha fazlasını istemeye devam edecek ! https://t.co/xYElyTMwkr",nefret,etnik
151,Row1819,Ülkeyi yönetenler arap çocuğu için sümukleri ile ağlar ama ülkemizde ki çocuk istismarına tecavüzüne sessiz  kalır çünkü bu pisliği yapanları @Akparti @ailevecalisma @tcmeb @diyanetbasin @TC_icisleri koruyor besliyor çoğu suriyeli  ahlakı olup istifa eden yok https://t.co/aaZsandigY,nefret,etnik
152,Row1828,"Şanlıurfa Barosu açıkladı

•20 ayda bin 216 çocuk cinsel istismara maruz kaldı

•İstismarcısıyla evlenmeye zorlanan kız çocukları intihara sürükleniyor

•Suriyeli çocuklar, istismarcıya para karşılığı ikinci eş olarak veriliyor 

 https://t.co/igZBnFRS9s",hiçbiri,
153,Row1835,"Ulan bizim türkler suriyelilerin durumuna düşse , bu suriyeli kalleşler bizi sınırda çoluk cocuk demeden tarar.. ✔️✔️",nefret,etnik
154,Row1836,Öğrencilerimizi kitap okumaya teşvik etmek ve bu konuda farkındalık oluşturmak için okulumuzun ana giriş kapısı duvarını kitaplık resimleri ile donattık. Emeği geçen Suriyeli resim öğretmenimize velilerimiz ve öğrencilerimiz adına teşekkür ediyoruz.@FatihilceMEM https://t.co/9CaGkD0mdd,hiçbiri,
155,Row1860,Nasıl da unuttuk amk suriyeli bıyıklısını https://t.co/1yse4DOpcG,nefret,etnik
156,Row1872,Bu Suriyeli karıların götü neden büyük acaba vay amk,nefret,etnik
157,Row1884,Suriyeli öğrencilerimin Türkçe sesli mesaj yollayıp doğum günümü kutlamaları beni bir miktar duygulandırdı.,hiçbiri,
158,Row1893,Haklısınız sayın vekil akp ye fazla güvendik sayın cumhur da demişti suriyeli benim vatandaşımdan daha değerli diye emlakkonut yönetimi hâlâ suçunu kabul etmiyo https://t.co/sbIVceMqjC,hiçbiri,
159,Row1900,Bugün öğrendim suriyeli mahallesiymiş. Arapça öğrenecez mecburr :D,hiçbiri,
160,Row1916,"Bugün Türk kadınıyla(övünün) Suriyeli muhacir çocuğun sohbetine şahit oldum. 
Türk kadını: sizinkikerle bizimkilerden evlenenler çok oldu. 
Suriyeli muhacir: teyze sen ayrım yapıyorsun siz biz yok. 
MÜSLÜMAN DEVLETİ VAR....
#böylebiline",hiçbiri,
161,Row1923,Al bak niye gidiyorlar. Her gün biri yalan uyduruyor onlar da inanıyor. Bir Suriyeli Almanya iş aş veriyor diye ne var ne yok satıp gitti. https://t.co/S4KQTiozjT,hiçbiri,
162,Row1933,tamam pislik insan olabiliriz anlayışsız bi insan da olabiliriz ama iyi insanız be.. mesela bugün bu suriyeli kardeşime kahve ısmarladığımı bilmeseniz de olur.. https://t.co/FYB8vLUYk3,hiçbiri,
163,Row1935,"“İdlip bir insanlık sınavı olacak” Sosyal uyum uzmanı Ersin Tek’le Suriyeli göçmenlerin yaşadıklarını, göçmenlerle ilgili yaklaşımları ve Suriye’de yaşanan gelişmeleri konuştuk.

https://t.co/6ytXABTRq7 https://t.co/TxUmhmM7dZ",hiçbiri,
164,Row1954,Tatava Cengiz yazıp aklınca tiye alan suriyeli de net o.cocugudur. hırsızlık yapanın anasını avradını.........!! Gerçi siz keyif alırsınız ensest p.cleri.,nefret,etnik
165,Row1971,Ankara İstanbul uçak bileti 300 tl ( yeni havalimanından). Uçaktayım. Uçağın yarısı Suriyeli. Hani savaştı hani fakirlikti hani . Lan ben firma karşılamasa belki uçağa binemeyecem adamlar 5 kişi uçağa binmiş ya. Hani bunlara yazıktı. Adamlar keyif sürüyor. Hey yavrum hey,nefret,etnik
166,Row1986,"4-11eylül 1919 #Sıvaskongresi ülkemizin bütünlüğü için atılmış bir adımdı. Ülkemizi 4,5 milyon #Suriyeli Arap işgal etti, A.B. geri gönderemezsiniz diyor, yeni işgalciler gelecek. #CHP #Kürt etnikitesinin alt yapısını hazırlıyor.
Bugün 4eylül 2019, Sıvaskongresi'nin 100.yılı https://t.co/F98FdOIh25",nefret,etnik
167,Row2014,Ankara'da Suriyeli bir şahıstan 14 bin paket kaçak ilaç çıktı... #Ankara https://t.co/NEK55u5Dux,nefret,etnik
168,Row2017,Şehir parkındayım insanların ne konuştuğunu anlamıyorum o derece suriyeli dolu,hiçbiri,
169,Row2024,"TWİTTERDE BİR ARKADAŞ PAYLAŞMIŞTI VE DİKKATİMİ ÇEKTİ,,,
Bahçeli MHP,sinin aldığı oydan fazlaymış ülkemizdeki suriyeli sayısı,,bence suriyeliler bahçeliden daha fazla konuşma hakına sahip,",hiçbiri,
170,Row2031,İstanbul da yaşayanlar sıçtınız kardeşim otobüstekinlerin hepsi Suriyeli ve İstanbul’a geliyorlar size transfer getiriyorum,nefret,etnik
171,Row2051,"Nehre giren Suriyeli boğuldu
https://t.co/zP5EEhHX30 https://t.co/oDPOWjsb7g",hiçbiri,
172,Row2057,"Vatandaş: ""Daha fazla Suriyeli alınmamalı, olanlar da gönderilmeli""
https://t.co/J3YGlXN5ZU",nefret,etnik
173,Row2058,"50 lira yevmiye ile çalışan, dışarıya çay servisi yapan suriyeli elemanım almanyaya kaçak gitmenin bir yolunu bulmuş. ona; şu an osmanlı topraklarındasın  sen bizim ceddin emanetisin seni bırakmam deyip nasihat ettim. ama pek mutmain olmadı gibi. o paralara işçi bulmak zor",hiçbiri,
174,Row2073,"Bakanlık: 100 binden fazla Suriyeli İstanbul'dan ayrılıyor

İçişleri Bakanlığı, 12 Temmuz'dan itibaren yürüttüğü çalışmalar kapsamında 100 binden fazla Suriyelinin İstanbul'dan ayrılmak üzere olduğunu açıkladı.

https://t.co/KFDcsGwgfA",hiçbiri,
175,Row2083,burak şalını kafama dolayıp başımı kapatmış sigara kokusu sinmesin diye ben suriyeli taklidi yapıp para dileniyorum,nefret,etnik
176,Row2099,Suriyeli bir mültecinin çizdiği resimmiş. Kaç yıldır ev sahipliği yaptığımız ve bir sürü paralar harcadığımız insanların elinden çıkmış bir resim. https://t.co/zhgdq0qfOl,hiçbiri,
177,Row2105,"Bu insanlar ülkemizde yıllardır efendi bir şekilde yaşıyorlar. Hatta ben doğmadan önce de yaşıyorlardı. Demek ki Irklar ile bir sıkıntımız yok. Suriyeliler sıkıntılı, hain, zalim bir millet olduklarını çok iyi gösterdiler. Bu bakımdan ülkemde Suriyeli istemiyorum. https://t.co/EV0eGa5GHk",nefret,etnik
178,Row2107,"Şunu kesinlikle unutmayın, Türk'ün Türk'ten başka dostu yoktur. Türklerin başka bir millet ile de sıkıntısı yoktur. Yıllardır ülkemizde birçok ırk ile birlikte yaşıyoruz. Sıkıntı çıkaran olursa o zaman işler bozuluyor. Suriyeliler büyük sıkıntı. Ükemde Suriyeli istemiyorum.",nefret,etnik
179,Row2125,Bu Suriyeli adam benim göz zevkimi bozuyor 😃😂😂😂 https://t.co/7HgU12k0Pt,nefret,etnik
180,Row2126,"Sn. RTE'nin din kardeşleri, RTE'nin afişini yakmışlar.
""Vatan sevgisini Suriyeli çocukların gözlerinden öğreneceksiniz."" demişti.
Maaş, kira, gıda, sağlık vs. yardımları yaptı, yine yaranamadı.
Umarım Türk'ün Türkten başka dostu olmadığını anlamıştır.
Anlamış mıdır? https://t.co/eDMxRTNac0",nefret,etnik
181,Row2141,Suriyeli kardeşlerimizin amk.,nefret,etnik
182,Row2147,"Şükrü El Kuvvetli | İlk Arap Vatandaşı
1891-1967 
Suriye'deki Fransız işgaline karşı savaşan ve Suriye siyasetine müdahaleyi reddeden en ünlü Suriye devlet başkanı ve önde gelen Suriyeli isimlerden biri.
#Suriye 
#Fransızişgali
#Şükrüelkuvvetli
#Mısır
#TarihSerisi
#Pencereler https://t.co/0KqsvMtmBY",hiçbiri,
183,Row2151,Irmağa giren Suriyeli boğuldu https://t.co/kOKl8Vkptt,hiçbiri,
184,Row2173,Bakan Soylu'dan Suriyeli çocuk açıklaması https://t.co/u5I8JGQZ6d,hiçbiri,
185,Row2186,"Kılıçdaroğlu'nun Sivas'ta ""Suriyelilere niye kızıyorsunuz? Onlar ölümden kaçıp ülkemize sığındı. Bunlara sebep olan yanlış dış politika uygulayanlara kızın"" demesi iyi bişey. Suriyeli nefret söylemlerini bitirir inşallah.",hiçbiri,
186,Row2201,Kim demiş jöle saçı döküyor diye siz hiç kel Suriyeli gördünüz mü😂,hiçbiri,
187,Row2206,"#SON #DAKİKA.ARTIK BU ZİHİYETSİZLİĞE DUR DEME ZAMANIDIR.kızlarımız Çocuklarımız tehlike altındalar duyarsız kalmayalım.yüce Türk Milleti.🇹🇷🌎🇹🇷

Suriyeli 10 sığınmacının Denizli’nin Kale ilçesindeki 14 yaşındaki N.D. isimli kız çocuğuna tecavüz ettiği iddia edildi.
polis 🚔🌎🔥 https://t.co/I2QeRZhPIy",nefret,etnik
188,Row2212,"13 Eylül Cuma günü saat 19.00da Atakum Belediyesi Düğün Salonu'nda Gazeteci - Yazar Ali Ergin Demirhan'ın katılımıyla ""Suriyeli Sığınmacılar ve Biz: Kardeş miyiz, Düşman mı? "" Başlıklı söyleşiye tüm Samsun halkı davetlidir. https://t.co/EmKSariafM",hiçbiri,
189,Row2216,Suriyeli Kürtler'den ‘Güvenli Bölge’ Açıklaması - Habervis https://t.co/xVTlztK4sY,hiçbiri,
190,Row2219,"Peki ya hiç kimlik alamayan Suriyeli? İstanbul’da kayıt için mobil merkezleriniz nerede?
kimlik almak için başka bir şehre “sorunsuz” gidebilir miyiz??
@Gocidaresi https://t.co/2S9kJp6Bv2",hiçbiri,
191,Row2242,"Biz Diyarbakırlı HACİRE ANA'nın derdiyle hemhal olan; Aylan Bebek gibi Suriyeli masumların acısını yüreğinde hisseden bir kadroyuz.
RECEP TAYYİP ERDOĞAN",hiçbiri,
192,Row2261,"Biride çıkıp demiyor ki Anne'cim Baba'cım oğlun kendi vatanı icin şehit olmadı ki vatan sağ olacak.

Elin Suriyeli mültecisi savaşmaktan korktugu icin geldi onlar cafede filan türk kızlarına laf atarken oglunuz orda çatıştı.",nefret,etnik
193,Row2262,"İşsizlik Oranı Almış Başını Gidiyor!

Çiftçilerimiz var desek dışardan ihracat ve italat yapıyoruz.!

Hemşerimiz var desek ucuz çalıştığı icin suriyeli çalıştırıyor.!

Sonra bir haber oglunuz suriyede çıkan çatışmada sehit oldu.!

Tek bir kelime ağızlarda Vatan sagolsun.!",hiçbiri,
194,Row2286,Suriyeli mülteciler deswm linc yer miyim 😃😃 https://t.co/yiwMfnCPIW,hiçbiri,
195,Row2287,Bugün bi grup oğlan suriyeli gördüm moralim bozuldu yine,nefret,etnik
196,Row2295,"Bugün Türkiye'de 10 milyon işsiz insan varsa, Bunun sebebinin AKP hükümeti zamanında ülkeye giren 5 milyon suriyeli arap çomarı olduğunu neden kimse konuşmuyor?

#suriyelilerii̇stemiyoruz 
#suriyelilerkardesimizdir 
#suriyelileriistemiyoruz
#suriyeliler 
#suriyelilerdefolsun",nefret,etnik
197,Row2318,Az sonra İstanbul’daki Suriyeli sayısı açıklanacak.,hiçbiri,
198,Row2320,Suriyeli kürtleri dinleyip haber yaptınız demek :) ayrıca tehtit yok kardeş bir gece ansızın https://t.co/1ssxlI174c,hiçbiri,
199,Row2343,"Yol sorduğum insana kadar herkes suriyeli çıkıyor,yemin ediyorum örümcek ağı gibi kapladınız ülkeyi",nefret,etnik
200,Row2357,"AID’de bir projede çalışıyorduk, gittiğimizde erkekler olmadığı için de rahattık. Neyse deknekteyiz iki suriyeli abi geldi https://t.co/nMo8NPSqSp",hiçbiri,
201,Row2361,"İçişleri Bakanlığı: Başka ile kayıtlı 35 bin Suriyeli İstanbul'dan gönderildi

https://t.co/OjnrYY54LU https://t.co/XqpWu8s2zO",hiçbiri,
202,Row2384,Haydi küba'ya gidek.. Suriyeli de yoktur orada ohh miss.. 😎😎 https://t.co/EqttBJzfw2,nefret,etnik
203,Row2398,Ulan feribotta yanımda oturan suriyeli çocuk türk manita yapmış aq başımıza taş yağacak 😄,nefret,etnik
204,Row2400,Ne enteresan memleket uluslararası anaokulu tabelası gördüm. Görende egitimde çığır açtık sanacak. Buraya gelen yabancı popülasyonunun %90 nı Suriyeli be kardeşim...,hiçbiri,
205,Row2408,"15 temmuzda tünele, otele, mahalle aralarına tüneyen, meclisten kafasını eğe eğe kaçan, ortalık sakinleşince gelip meydanda carlayan AKPden

100bin suriyeli Terörist sınırı aşıp askerimize saldırıp poster yakarken başını kuma gömen AKPlilerden ne bekliyorsunuz?
#KumpasTescillendi https://t.co/qbgvUwRPwg",nefret,"etnik,siyasi"
206,Row2423,"Suriye Demokratik Konseyi’nin Eş Başkanı İlham Ahmed, Kürt güçlerinin bir kısmının Türkiye sınırından ufak çaplı geri çekilmesiyle birlikte, Suriye’nin kuzeydoğusunda olası bir “güvenli bölge” için iyi bir başlangıç yapıldığını söyledi

https://t.co/dc2g0554LU",hiçbiri,
207,Row2429,Suriye'liler Üzerinden Kirli Senaryolar Oynanmaya Devam Ediyor Sosyal Medya Platformlarından Kanada'ya Mülteci Alınacak Yalanını Yazıp Suriyeli Mültecileri Valiliklere Yönlendirip Olası Bir Kargaşa Çıksın Diye Yoğun Çaba Sarf Edenler Var Hainlik Her Platformda Devam Ediyor,hiçbiri,
208,Row2445,"Dükkana gelen suriyeli 1 su alıp 200 tl uzatmıştır 
Ben: https://t.co/20ysD5L0yy",hiçbiri,
209,Row2453,suriyeliler ülkede nasıl bir algı görünüm oluşturduysa ne giysek taksak suriyeli misin suriyeli gibi olmuşsun lafı duyar oldum etrafımda bıktım gerçekten bu durumdan hayır arkadaş eşofmanla çıksak bile aynı şey kendi ülkemde yabancı gibi hissediyorum arada bu ne ya,hiçbiri,
210,Row2460,"Suriyeli Açız diyor
Neden
Bunlarda ahlak yok
Hadi ülkenize https://t.co/NzAq67vK9z",nefret,etnik
211,Row2481,"2- İslami bir değer olan Muhacir/Ensar anlayışıyla yaklaştığımız Suriyeli 'muhacirleri' okulda, otobüste, belediyede, sosyal yardımlaşma vakıflarında, hastanede, postahanede görüyoruz ancak camilerde neden göremiyoruz ?",nefret,etnik
212,Row2482,Kılıçtaroglu daha ne desin. Suriyeli ıere kızmayın onları ulkeye gstirenlere kızın diyor fakat Suriye de yangına körükle giden  AKP li şerefsizlere niye böyle yapıyorsun diyen AKP li mi var  kalkarlar kılıçtaroglu  na şimdi köpek gibi saldırırlar.,nefret,siyasi
213,Row2483,"Arkadaşlar çok afedersiniz ama bu amına KODUĞUmun bazı yandaş medyaları (ATV,startv,TRT,Ahaber) Suriyeli yavşaklar taciz kavga gibi olaylara karıştığı zaman neden yabancı uyruklu diyorlar ANANİZ SİKİM SİZİN COK ÜZGÜNÜM ARKADAŞLAR TEKRARDAN",nefret,etnik
214,Row2487,Suriyeli ailenin tehlikeli yolculuğu. @KanalUrfa https://t.co/ZhNipygw5d,hiçbiri,
215,Row2497,Kozuva’ya ait cipin çarptığı Suriyeli hayatını kaybetti! https://t.co/or2uw5O6KI https://t.co/PIZEHqZ5bL,hiçbiri,
216,Row2539,"Kim sizi devlet yaptı? Fransız'ın çizdiği sınırla devlet mi oldunuz?

Kilis'teki adamın amcası Halep'te kaldı, Şam'daki adamın dayısı Hatay'da... Herifler geliyor araya sınır çiziyor; buradaki akrabalar Türkiyeli, oradakiler Suriyeli oluyor. Komedi gibi! +",hiçbiri,
217,Row2541,"Şahit olduğum muhabbetteki Türk, muhatabı olan Suriye vatandaşını, Osmanlı zamanında ihanetle suçluyordu, Suriyeli de Osmanlı'nın kendilerine zulmettiğini söylüyordu.

Dilimin ucuna çok söz geldi de, söyleyemedim. Burada, onlara söylemek istediğim şeyleri söyleyeceğim. +",hiçbiri,
218,Row2542,"Bugün ""Suriyeliler"" konusunda, bir 'Suriyeli' ve bir Türk'ün tartışmasına şahit oldum; içinde bulundukları cehaletten dolayı ben utandım! 

Bununla alakalı küçük bir araştırmanın sonucu olarak bir flood yazayım dedim. +",hiçbiri,
219,Row2553,Camide kucağına suriyeli kadın düşen imamla kapışır 😂😂😂😂 https://t.co/IFrvZxcBLY,nefret,etnik
220,Row2560,"-Çırpıcı mahallesinde torbacılara baskın cok sayıda silah ve yarım kıloya yakın uyusturucu bulundu.
-Yeşiltepe mahallesinde dehşet bir afgan uyruklunun boğazı kesildi
-veliefendi de bir evde kanada uyruklu üni. Öğrencisine 7 surıyelı 10 gun boyunca ıskence ettiği ortaya cıktı.",nefret,etnik
221,Row2568,"Şanlıurfa'da kimliği belirsiz kişi ya da kişilerce sosyal medya üzerinden Kanada'ya Suriyeli göçmenlerin alınacağı haberleri yayıldı. Bunun üzerine haberi duyan yüzlerce Suriyeli göçmen, başvuru yapmak için valilik binasına gitti ancak Şanlıurfa İl Göç İdaresi, haberi yalanladı. https://t.co/jAlODq2ajL",hiçbiri,
222,Row2572,Türkiye'de Suriyeli beğenmeyen Türklerin Avrupa'da imajı :)))https://t.co/PS5RrnPdpW,hiçbiri,
223,Row2574,Otobus durağında beklerken amcanın biri çevirdi beni. Suriyeli misin diye soruyor sen böyle fasih turkce konuşan suriyeli gördün mi amca ?  hayır bide böyle giyinmen için ailen mi zorladı diyo hasbunallah,hiçbiri,
224,Row2576,Okuduğum kitaptan bile suriyeli çıktı https://t.co/QoZ3FLfgoS,nefret,etnik
225,Row2578,"Artık burası Türkiye değil resmen suriye oldu ,
Türkten çok suriyeli görüyorum 
görmek istemiyorumm https://t.co/H5eVIjuIZW",nefret,etnik
226,Row2579,Kanada eger siginmaci alicaksan su an suriyeli olabilirim. https://t.co/aQ88LwgE2D,hiçbiri,
227,Row2582,Suriyeli arkadasim ve ben😁😁😁 https://t.co/OfoyZ2Y5WD,hiçbiri,
228,Row2587,suriyeli bir bolge insaniyim. cunku liyaketsiz yonetim anlayisinin getirisi  ile 2. sinif vatandas gibiyim. https://t.co/oysxkyrsRV,hiçbiri,
229,Row2591,"Markette bir çocuğun aldığı eşyalara parası yetmedi. Türkçesi bir garipti. 'Ben veririm tamam.' dedim.
'Hayır almam.' dedi. 

Arkadaki bir beyfendi de al diye zorlayınca, 

""Ben Suriyeli değilim abi, ben Türkmenim almam."" dedi.

Kocaman bir tarihi özetledi ve gitti.",nefret,etnik
230,Row2609,Yemeksepeti'nde bizim mahallenin muhtarı Suriyeli... Siz yatın kalkın Reis'e dua edin.,nefret,etnik
231,Row2616,Diğer tüm takımlar fetönün orasını burasını yalarken fetö ile tek mücadele eden takımdır @Fenerbahce. Fetö sayesinde suriyeli @GalatasaraySK defalarca şampiyon yapılmıştır bu buhün bir kez daha kanıtlandı.,nefret,etnik
232,Row2624,Suriyeli veya başkası.bunun yapan tek kelime ile orospu çocuğudur.dini kitabı ırkı olamaz. https://t.co/VMM6vs1ODl,nefret,etnik
233,Row2625,Suriyeli dışında giderm var https://t.co/papnIFCX53,nefret,etnik
234,Row2632,sanırım tsli olıcam benya çok yakısıklı topçular var nerede çingene suriyeli tipli adam varsa gsde mq,nefret,etnik
235,Row2647,Eskiden nereye baksam sen vardın şimdi suriyeli,nefret,etnik
236,Row2666,Daha büyük problemlerim olabilirdi mesela ya Suriyeli olsaydım,hiçbiri,
237,Row2687,Adana’yı Suriyeliler işgal etmiş olabilir mi?? Her yer Suriyeli! Türk yok gibi...,nefret,etnik
